,doc_id,doc_text
8330,8596,When do the Navy recruitment visit colleges to select students under UES scheme?
8331,8597,When do the Indian Navy recruitment visit colleges to select students under UES scheme?
8332,8598,"How do I kill a small animal with toothpaste and jam?(Just a thought I happened to have, I dont plan on killing any animals nor do i want to)"
8333,8599,"I thought PETA was good, but I have people telling me that they kill animals and are not the charity I thought they were. What is happening?"
8334,8600,What are some of the strangest addictions ever?
8335,8601,What are some of the strangest addictions?
8336,8602,How can you determine the Lewis structure for dimethylamine?
8337,8603,How is the Lewis structure for CH3O determined?
8338,8604,How do I fall in love with books again?
8339,8605,How did you fall in love with books?
8340,8606,What are the driving rules in Georgia versus California?
8341,8607,What are the driving rules in Georgia versus Colorado?
8342,8608,Why degree in psychology?
8343,8609,Should I get a degree in psychology?
8344,8610,"What is your favorite ""Weird Al"" Yankovic album?"
8345,8611,"What is your favorite ""Weird Al"" Yankovic song?"
8346,8612,I've never been pregnant. And I'm in my 2nd year of menopausal and what to have a baby what can I do?
8347,8613,I am a 2nd year mechanical engineering student. I was advised by my seniors to start applying for internships in November. But I have still not been able to figure out my area of interest. What should I do?
8348,8614,Did anyone ever said anything to piss off 2pac on camera like the N Word?
8349,8615,"Has anyone ever responded violently to one of the ""punked"" or ""candid camera"" type staged shows?"
8350,8616,"What's the body that governs sports in the UK, and its (email) contact point?"
8351,8617,"What's the body that governs sports in Russia, and its (email) contact point?"
8352,8618,How do I make more money with what I have?
8353,8619,How do I make more money?
8354,8620,Why do people with happy and normal lives throw everything away to join ISIS?
8355,8621,How do people join ISIS?
8356,8622,What are the best  study methods in medical school?
8357,8623,"Medical School: As a doctor or premed student, what was/is your best study habit?"
8358,8624,Why is Hillary Clinton a better choice than Donald Trump?
8359,8625,How is the two year MBA program at NUS? How to get there and how much would it cost for an Indian to get there?
8360,8626,What is the job scene like for Indian students graduating from an MBA program in NUS/NTU in Singapore?
8361,8627,What is MS Word used for?
8362,8628,What is Microsoft Word?
8363,8629,Is it possible to be diagnosed with borderline personality disorder and be emotionless?
8364,8630,Is it possible to have borderline personality disorder and not know it?
8365,8631,How is black money in a Swiss bank abolished by the change in new currency method in India?
8366,8632,In which currency do people store money in Swiss banks? What is the advantage of storing there?
8367,8633,How does the respiratory system work?
8368,8634,What other systems work with the respiratory system?
8369,8635,Why don't turbofans have grilles at the inlet to prevent large objects such as birds and debris from entering?
8370,8636,What are some tips on making it through the job interview process at Dexcom?
8371,8637,Does a squash have seeds? Why or why not?
8372,8638,What do I do with an acquired companies Social Media profiles?
8373,8639,Why Cyrus Mistry has been removed from Tata Group?
8374,8640,What went wrong with Cyrus Mistry as Tata Group chairman and why was he ousted?
8375,8641,I will be taking pre-calculus senior year in high school. Is this a low math level for considering a science/math majoring?
8376,8642,Can you math majors solve a hard math problem on the spot (ex: Calculus) if you haven't taken calculus in years?
8377,8643,What are some of the Nostradamus predictions which actually occurred in history?
8378,8645,Commercials: What sort of money does 'Flo' make for all those Progressive ads?
8379,8646,How does Google make money from me if I do not click any ads?
8380,8647,Why do some people look much younger than their age?
8381,8648,Why do people with autism look much younger than their age?
8382,8649,What are the ramifications of bringing the National Guard troops into Chicago?
8383,8650,What is the difference between Sikh Troops and Gurkha Troops? Why isn't Sikh Troops as popular as Gurkha troops among foreign nations?
8384,8651,Which is the best Indian news app for Android?
8385,8652,Which is the best Indian news app on apple store?
8386,8653,What are the symptoms of low or empty engine oil in bikes?
8387,8654,How much engine oil should be filled in a Honda Amaze? How much petrol remains in the tank after the low fuel indicator alert?
8388,8655,What is the difference between melamine based polish & PU based polish?
8389,8656,What is the difference between ductile and brittle?
8390,8657,How can I join indian army special forces?
8391,8658,How can I get into Indian army?
8392,8659,Is it true that nothing can travel faster than light? Or was that idea made up?
8393,8660,Why can you not accelerate to faster than light?
8394,8661,I have done BE in IT. Which course is beneficial-SAP ABAP or PG diploma in business analytics?
8395,8662,"I stopped singing for 10 days, when I sang I got to sing up to C#5, and after 2 days I got back to only hitting A#4, how could I get these notes back?"
8396,8663,"Have humans ever had ""mating seasons"" like other animals?"
8397,8664,"In the animal world, are there males that kill the females during the mating season?"
8398,8665,How can I use Google trends?
8399,8666,How should I use Google Trends?
8400,8667,"Is Lord Shiva held captive in Mecca, Saudi Arabia?"
8401,8668,What is Saudi Arabia's stand on Israel?
8402,8669,What's the difference between LR6 and AA batteries?
8403,8670,How many volts is an AA battery?
8404,8671,How do you factory reset a Toshiba laptop?
8405,8672,What is the correct procedure to perform a factory reset on a Toshiba laptop?
8406,8673,Why dont Indian Muslims sing National Anthem?
8407,8674,Why do Indian Muslims oppose the national anthem of India?
8408,8675,What is calories?
8409,8676,Is a calorie a calorie?
8410,8677,If we have evolved from apes then why there are apes around us?
8411,8678,If humans evolved from monkeys then why are monkeys still around?
8412,8679,How does art influence feelings and make an impact on on the personality itself?
8413,8680,Which name has more impact on you (being my audience in an art/personal blog)?
8414,8681,Which extra certification courses will benefit mechatronic engineering students?
8415,8682,Which extra certification courses will benefit mechanical engineering students?
8416,8683,"What are different alcohol content in whisky, beer and wine?"
8417,8684,What is the average alcoholic content of wine? Red? White?
8418,8685,I'm 12 and at 60 kg and about 144 cm how do I lose weight?
8419,8686,How can we stop racism?
8420,8687,What is the cure for racism?
8421,8688,How can I explain the fourth dimension to a teenager with little to no background information?
8422,8689,How do you explain the existence of fourth dimension?
8423,8690,"If the ACA is repealed, will claims be denied for those with pre-existing conditions?"
8424,8691,"Once the ACA is repealed, how soon thereafter will insurers start denying coverage based on pre-existing conditions?"
8425,8692,How do I recover deleted direct messages on Instagram?
8426,8693,How do you retrieve deleted direct messages on Instagram?
8427,8694,What are the best car technology gadgets?
8428,8695,What are the best car gadgets and tools?
8429,8696,What is the best treatment to reduce puffy eyes?
8430,8697,How do you cure puffy eyes?
8431,8698,What is the difference between infrared radiation and ultraviolet radiation?
